,Name,WordsByTrend
37,PALACIO,"['mismo', 'gustar', 'vista', 'transparentar', 'logística', 'mientras', 'méxico', 'avenida', 'solución', 'coordinar', 'colectivo', 'aliado', 'ons', 'cuento', 'actuar', 'alejado', 'nuevo', 'ocultar', 'plazo', 'acuerdo', 'resultado', 'antiguo', 'ahora', 'golpedeestado', 'ley', 'vivito', 'constituyente', 'similar', 'poder', 'transparencia', 'momento', 'nacer', 'despachopresidencial', 'unidaddefuerzaticas', 'juan', 'lamentable', 'quedastw', 'irse', 'convertir', 'chacra', 'virreinal', 'renuncia', 'cuídar', 'incapaz', 'preferir', 'vizcarra', 'aeróbico', 'meritocracia', 'ojo', 'porqué', 'voto', 'museo', 'pendiente', 'entonces', 'allí', 'caviar', 'blablabla', 'fantasma', 'aula', 'denunciado', 'primero', 'oportunidad', 'escondido', 'razón', 'retornar', 'acto', 'dividir', 'terrorista', 'pronto', 'captar', 'reglamento', 'ejecutar', 'exito', 'argumento', 'segundo', 'pais', 'asumir', 'marco', 'telo', 'nunca', 'lugar', 'año', 'decente', 'túnel', 'libremente', 'sitio', 'cambiar', 'embargo', 'alguien', 'operandi', 'tranquilidad', 'albergar', 'gabinete', 'control', 'bla', 'distar', 'así', 'medida', 'seguridad', 'disposición', 'funcionar', 'hueste', 'creer', 'plan', 'campaña', 'richard', 'preguntar', 'aconsejar', 'km2', 'keiko', 'siempre', 'deber', 'querer', 'nadie', 'analfabeto', 'ver', 'acondicionar', 'significar', 'discurso', 'encima', 'salida', 'cuándo', 'monedero', 'votar', 'vacar', 'senderista', 'ser', 'cerrón', 'llamar', 'demanda', 'cerrar', 'paranormal', 'repartija', 'complejo', 'cuentazo', 'paradero', 'vago', 'spr', 'pandemia', 'bellidorenunciaya', 'negocio', 'incumplir', 'anunciar', 'udo', 'feliz', 'punto', 'centro', 'institución', 'escuchar', 'consolar', 'titular', 'imponer', 'volver', 'comandante', 'gato', 'comunicación', 'ala', 'agenda', 'vigilancia', 'suegra', 'democrático', 'vaina', 'falso', 'ffaa', 'estupidez', 'amigo', 'culpa', 'cumplir', 'pretexto', 'caso', 'ladrón', 'excusa', 'funcional', 'programa', 'pentagonito', 'gobiern', 'indicar', 'hacer', 'mudanza', 'cierre', 'pueblo', 'incluso', 'contestar', 'asumetuvoto', 'negocear', 'corrupción', 'menor', 'cuadra', 'publico', 'sujetarse', 'colonia', 'evidenciar', 'señor', 'guau', 'explicación', 'sentenciar', 'empleo', 'historia', 'barato', 'vecino', 'ideario', 'taulichusco', 'inhabilitado', 'escandalizar', 'tirar', 'ilegal', 'dias.exministro', 'despacho', 'títere', 'pasillo', 'pensar', 'incapacidad', 'diario', 'cámara', 'decir', 'elegir', 'norma', 'ahí', 'fujimoristono', 'dese', 'llevar', 'traslado', 'usurpador', 'confianza', 'solo', 'garantía', 'registrar', 'presente', 'debajo', 'tratar', 'normalmente', 'palabrademaestro', 'hija', 'pie', 'nool', 'verdad', 'peruano', 'estructura', 'gente', 'definir', 'fujimorismo', 'loco', 'tomar', 'visita', 'trampa', 'escondidas', 'choquehuanca', 'obligatorio', 'robarlar', 'capital', 'muerto', 'mes', 'cuba', 'acaso', 'contrato', 'derecha', 'bellido', 'cosa', 'payaso', 'tradición', 'diferente', 'actual', 'hora', 'gobierno', 'dentro', 'largo', 'sede', 'juramentar', 'gana', 'chikar', 'entrevista', 'reyeso', 'fumigación', 'seguir', 'clandestinanmente', 'normado', 'firmar', 'obligar', 'manada', 'serio', 'indira', 'asesorar', 'reunir', 'absoluto', 'entender', 'vez', 'tema', 'suelo', 'regresar', 'clandestinidad', 'oficina', 'esconder', 'suponer', 'importar', 'dolido', 'solapado', 'sendero', 'limpiar', 'cuanto', 'grabado', 'padre', 'día', 'alguito', 'quiete', 'republicano', 'palaciodegobierno', 'car', 'sector', 'natural', 'bien', 'pizarro', 'transitir', 'confirmado', 'república', 'hecho', 'celebrar', 'lamentablemente', 'asuntosjudiciales.partidos', 'osear', 'hoy', 'sacar', 'bancada', 'terminar', 'llegar', 'esperar', 'premier', 'imbécil', 'dejatir', 'criticar', 'operar', 'peruexplicadoparaespaña', 'familia', 'cultura', 'vinculo', 'responder', 'total', 'ideal', 'símbolo', 'robar', 'lado', 'abarcar', 'económico', 'interés', 'general', 'adecuado', 'sueldo', 'denunciar', 'jefe', 'prensa', 'afectar', 'rumorear', 'acción', 'registro', 'cochinado', 'des', 'devolver', 'empezar', 'dejar', 'anterior', 'buen', '.....', 'función', 'denuncia', 'congreso', 'perú', 'vacancia', 'disfrazar', 'obligacion', 'demostrar', 'dueño', 'tener', 'cargo', 'aumentar', 'sol', 'titere', 'saber', 'mentiroso', 'asumetuapoyo', 'corrupto', 'opositor', 'realidad', 'construir', 'quién', 'país', 'huevar', 'presidencial', 'falta', 'temer', 'partido', 'teletrabajo', 'atentar', 'despachar', 'dinero', 'ayer', 'cuaderno', 'librar', 'respaldar', 'entidad', 'conocer', 'aplaudir', 'dicho', 'información', 'sinónimo', 'después', 'trabajar', 'nosé', 'pedrocastillo', '100', 'caer', 'existir', 'determinar', 'bicentenarioperu', 'andar', 'ppk', 'ofensa', 'cerca', 'apañar', 'encontrar', 'enterar', 'encerrado', 'niño', 'importante', 'increíble', 'forzar', 'pro', 'propiedad', 'presentar', 'humildad', 'inseguro', 'cualquiera', 'poner', 'contar', 'montesino', 'pcm', 'verdadero', 'envivo', 'igual', 'puro', 'prometer', 'choy', 'reducir', 'par', 'claro', 'chuponeador', 'buscar', 'irregularidad', 'cerron', 'dignidad', 'aon', 'comunista', 'crítica', 'negociado', 'rechazar', 'economia', 'memoria', 'nobe', 'dene', 'protocolo', 'odiar', 'kecimar', 'protesta', 'asi', 'colear', 'conocido', 'burlado', 'asesor', 'optar', 'quitar', 'separartir', 'impedir', 'ganar', 'impracticar', 'ministro', 'asesino', 'mesa', 'usuario', 'sombra', 'registrado', 'breña', 'minado', 'manejar', 'inconcebible', 'hacia', 'luego', 'responsabilidad', 'controlar', 'gobernar', 'formal', 'consultivo', 'pues', 'organizativo', 'aparente', 'alejar', 'labor', 'sustento', 'dar', 'exigir', 'lógico', 'quie', 'obligado', 'medio', 'jajajaja', 'siglo', 'unir', 'esposo', 'alguno', 'desear', 'resentirse', 'gobierne', 'demás', 'pasar', 'entrar', 'menos', 'vivir', 'bravo', 'delito', 'depender', 'bts', 'sino', 'alrededor', 'manera', 'recibir', 'alberto', 'presidente', 'palacio', 'hdp', 'inquilino', 'frankle', 'violación', 'casa', 'quedar', 'inmediato', 'perseguido', 'marchar', 'ninguno', 'porq', 'vacanciapresidencialya', 'español', 'mandar', 'korrupcion', 'sólo', 'lima', 'carar', 'órden', 'democracia', 'decirme', 'grupete', 'decisión', 'legítimo', 'gestión', 'castillo', 'omisión', 'mtvhottest', 'robo', 'aunque', 'válido', 'pedro', 'culpar', 'especular', 'delo', 'dirección', 'todavía', 'calle', 'peru', 'prestado', 'costoso', 'designado', 'bolivia', 'invitar', 'grande', 'uso', 'maduro', 'cuánto', 'simple', 'excelencia', 'ingresar', 'radical', 'mínimo', 'descarado', 'público', 'vacado', 'fujimontesinista', 'actividad', 'modus', 'ingreso', 'reunión', 'libro', 'xconstitucion', 'fuerza', 'atento', 'dónde', 'totalmente', 'cuenta', 'acercar', 'faena', 'fujimori', 'podredumbre', 'aún', 'legal', 'personaje', 'bicentenario', 'chuponeado', 'salir', 'dormir', 'realmente', 'organizado', 'cambio', 'moral', 'cavernario', 'aceptar', 'profesor', 'corregir']"
38,PIURA,"['piura', 'agosto', 'loúltir', 'demasiado', 'local', 'provecho', 'club', 'seguido', 'congresista', 'actuar', 'nuevo', 'disculpa', 'ahora', 'poder', 'juan', 'exterior', 'exceso', 'piurano', 'sonar', '2021-0461', 'perro', 'entonces', 'implementar', 'conclusión', 'sentir', 'sismoperu', 'agua', 'cry', '34km', 'terrorista', 'pronto', '3.8', 'patrio', 'declarar', 'sullano', 'daño', 'guido', 'paita', 'peor', 'provincia', 'lugar', 'feo', 'alguien', 'sincero', '2021-0458', 'gabinete', 'así', '4.0', 'mochila', 'creer', 'plan', 'diosito', 'herido', 'damar', 'keiko', 'siempre', '35km', 'deber', 'querer', 'dea', 'gestante', 'adefesio', 'petróleo', 'cuándo', 'alcalde', 'ser', 'preocupar', 'desvelo', '3.9', 'anunciar', 'periodista', 'oír', '02:07:12', '01/08/2021', 'lejos', 'iii', '11,135', 'delincuente', 'rato', '2021-0457', '30km', 'aquí', 'estudio', '11,831', '149mil', 'amigo', 'culpa', 'bancado', 'igp/censis/r', 'sobretodo', 'consejo', 'paso', '01:22:23', 'vida', 'hacer', 'situacion', 'cierre', 'come', 'ocurrir', 'explicación', 'parlamentario', 'directriz', 'chorebrio', 'causado', 'sres', 'vivo', 'polola', 'echar', 'sesionar', 'mancora', 'cizañoso', 'parecer', 'decir', 'miedo', 'ahí', 'solo', 'réplica', 'entero', 'ojalá', 'coen', 'ronda', 'simplificación', 'hijo', 'opinar', 'peruano', 'verdad', 'gente', 'luna', 'atún', 'salvaguardar', 'coimear', 'inmundo', 'trujillo', 'norte', 'descubrir', 'conformar', 'cosa', 'bellido', 'experiencia', 'derivación', 'aprovechar', 'hora', 'emerger', 'cada', 'codensar', '-4.94', 'gana', 'radio', 'seguir', 'alterar', 'centralismo', '-80.78', 'mañana', 'huevo', 'afectado', 'salud', 'reunir', '2021-0460', 'dio', 'resto', '2021-0459', 'administrativo', 'car', 'intensidad', '-4.92', 'acudir', 'profundidad', 'york', 'considerar', 'mayor', 'hecho', 'rascar', 'sulllana', 'hoy', 'bancada', 'suerte', 'terminar', 'llegar', 'sismo', 'traído', 'familia', 'desvelado', 'el.unicoq', 'símbolo', 'robar', 'exitoso', 'literal', 'emergencia', '4.3', 'canal', 'jefe', 'politica', 'temblar', 'evitar', 'dejar', 'buen', '-4.90', 'replica', 'perú', 'saber', 'miércoles', 'principal', 'crudo', 'comer', 'aca', '21,880', 'conocer', 'terror', 'latitud', 'enserio', 'causa', 'llegado', 'familiar', 'desfile', 'necesitar', '05:42:47', 'tempranooo', 'norteño', 'ayudar', 'maldito', 'rico', 'tambien', '44,793', 'mina', 'anulación', 'cerron', 'pegar', 'comunista', 'credibilidad', 'temblor', 'som', 'y/o', 'perder', 'ayuda', 'posicion', 'nota', 'liberación', 'sufridi', 'ganar', 'ministro', 'sombra', 'jodar', 'recuperar', 'malo', 'opción', 'fecha', 'calma', 'elsanticorazonyfuerza', 'suceder', 'pues', '32km', 'subsuelo', 'dou', 'petroleo', 'martes', 'pertenecer', 'longitud', 'alarma', 'alguno', 'zona', 'pasar', '-80.81', 'vivir', 'pedir', 'infiltrar', '-80.77', 'gobernador', 'fuerte', 'escribir', 'detector', 'tierra', 'manera', 'presidente', 'aun', 'fujimorista', 'quedar', 'referencia', 'comprar', 'insomnio', 'lima', 'tafur', 'castillo', 'oclddc', 'respecto', '-80.75', 'epicentro', 'raro', 'tmr', 'hermano', 'chance', 'público', 'gobernado', 'magnitud', 'vuelta', 'puerta', 'dónde', 'fuerza', 'fujimori', 'bienvenido', 'carretera', 'aún', 'susto', 'personaje', 'che', 'dormir', 'intrascendente', '01:42:00', '06:51:10', 'consulado', 'diálogo']"
39,PUCALLPA,"['instante', '5.3', '5.6', 'loúltir', 'longitud', 'ucayali', 'local', '-74.47', 'hdpta', 'magnitud', '2021-0463', 'sismo', 'coronel', 'vivo', 'sentir', 'latitud', 'igp/censis/r', 'fuerte', 'pucallpa', 'fecha', 'remesar', '-8.18', 'venir', 'pues', '162km', '01/08/2021', 'hacer', 'centro', 'sacudir', 'iii', 'intensidad', 'hora', '17:18:07', 'referencia', 'profundidad', 'portillo', 'registrar']"
40,RAFAEL REY,"['mismo', 'alva', 'tamb', 'mercede', 'etcétera', 'seguir', 'cabanilla', 'dejar', 'buen', 'entonces', 'desaparecer', 'hundir', 'breve', 'rafael', 'fantasma', 'sheput', 'contacto', 'bcr', 'diablo', 'pedir', 'pedelar', 'córdoba', 'ministro', 'nava', 'alucinar', 'tener', 'cierto', 'velarde', 'meche', 'reemplazo', 'alan', 'poder', 'venir', 'camino', 'luz', 'rey', 'juan', 'castro', 'ver', 'quedar', 'araoz', 'teta', 'solo', 'luis', 'guachimán', 'daniel', 'joder', 'gobierno', 'nombrar', 'país', 'chamba', 'ojala', 'provincia']"
41,RIVER,"['bello', 'hombre', 'monumental', 'terreno', 'ganar', 'corinthian', 'shilcayo', 'ligamx', 'fecha', 'sorprender', 'canal', 'empate', 'ligaprofesional', 'mineiro', 'copa', 'braian', 'huracán', 'taller', 'huarar', 'mts2', 'profesional', 'marcar', 'pasar', 'tarapoto', 'pucayar', 'vivo', 'tocar', 'video', 'proximar', 'boca', 'advíncula', 'sol', 'superclásico', '16:00hrs', 'cabezazo', 'plate', 'mt2', 'nicolás', 'sports', 'silva', 's/.100', 'ubicado', 'paranaense', 'millonario', 'river', 'únicamente', 'privado', 'medida', '18:00hrs', '1-0', 'paz', 'ciudad', '1-1', 'afrontar', 'fox', 'banda', 'rescatar', 'brasileirão', 'mas', 'deber', 'whatsapp', 'hora', 'atl', 'laguna', 'santo', 'romero', 'condominio', 'flamengo', 'premium', '13:45hrs', '1,574', 'liga', 'negociable', 'rematar', '14:00hrs', 'palmera', 'informe', 'debutar', 'azul', 'día', 'punto', 'river-huracán', 'vía', 'cien', 'argentino', 'directo', '2021', '999414466', 'luis', 'cruz', 'número']"
42,RUGGERO ACOUSTIC,"['ayuda', 'talento', 'amor', 'mientras', 'nota', 'bello', 'pared', 'llegar', 'ordinario', 'cállense', 'miel', 'último', 'arroba', 'listo', 'poder', 'mariposa', 'madrugada', 'alto', 'concierto', 'vida', 'hacer', 'challengeeee', 'sobrar', 'mil', 'rugge', 'dar', 'luca', 'demar', 'temblar', 'chico', 'acústico', 'uffff', 'vozzzz', 'empezar', 'buen', 'nutella', 'desear', 'pasar', 'labio', 'casualidad', 'entrar', 'chocolato', 'escruto', 'minuto', 'pos', 'sentir', 'religión', 'gentear', 'razón', 'boca', 'cenicienta', 'manera', 'canción', 'parecer', 'saber', 'chiquito', 'decir', 'lograr', 'rápido', 'paro', 'arriba', 'quedar', 'mood', 'cantar', 'arco', 'bésame', 'ruggero', 'hixe', 'país', 'romper', 'comer', 'falsete', 'úsame', 'dia', 'loco', 'piel', 'arcoo', 'dos', 'pestaña', 'mal', 'así', 'raya', 'bellaar', 'chela', 'extraño', 'nopuedeserrrr', 'aparecer', 'anchoa', 'señal', 'depre', 'acabar', 'damar', 'foto', 'uso', 'luz', 'cosa', 'tendencia', 'querer', 'faltar', 'alicia', 'conocerte', 'ver', 'show', 'gelatooo', 'corazón', 'amar', 'saturno', 'radio', 'sabor', 'noche', 'moverte', 'propiedad', 'dragón', 'ser', 'masre', 'gelato', 'llorar', 'aplausoosss', 'prender', 'tema', 'tambien', 'soñar', 'capitán', 'agudo', 'gracias', 'mia', 'acoustic', 'bailar', 'azul', 'outa', 'sueño', 'pegar', 'stop', 'mio', 'genteear', 'disney', 'fin', 'sentar', 'amarillo', 'maravilla', 'volver']"
43,STAY 3RD ANNIVERSARY,"['recordar', '5:30pm', 'acceder', 'outfit', 'correo', 'hoy', 'happy', 'haven', 'reunión', 'door', 'esperar', 'side', 'entrar', '3rd', 'enviado', 'participar', 'day', 'stay', 'llegado', 'proyecto', 'día', 'back', 'momento', 'pace', 'japonés', 'olvidar', 'anniversary', 'banner', 'slump', 'ver', 'link', 'lov3staywithskz', 'effects', 'revisar', 'comenzar']"
44,SUIZA,"['mismo', 'kcaméxico', 'separar', 'suiza', 'seguir', 'morir', 'felipe', 'dejar', 'dinero', 'w.tell/schiller', 'buen', 'negro', 'ser', 'hombre', 'saludo', 'paralelo', 'llegar', 'castillo', 'dia', 'cuenta', 'vivir', 'libre', 'dio', 'millón', 'real', 'universo', 'prosor', 'aldeano', 'política', 'jamelgo', 'bts', 'post', 'recaudo', 'tener', 'robado', 'servidumbre', 'cierto', 'necesidad', 'fiscal', 'robar', 'capital', 'padre', 'poder', 'paraíso', 'decir', 'plata', 'elsanticorazonyfuerza', 'buscar', 'miedo', 'feliz', 'hacer', 'rey', 'pueblo', 'querer', 'visto', 'mil', 'quedar', 'army', 'peligro', 'ofensa', 'titular', 'cálculo', 'confiar', 'soplar', 'profe…', 'hermano', 'butter']"
45,TUPAC AMARU,"['hecho', 'señor', 'unsaac', 'defender', 'precisar', 'impresentable', 'ignorante', 'héroe', 'ojota', 'terruco', 'descuartizar', 'buen', 'igualado', 'entonces', 'sombrero', 'bestia', 'hombre', 'pasar', 'serio', 'patria', 'docente', 'solidaridad', 'llegar', 'conocer', 'quitar', 'aguilar', 'comparar', 'gil', 'así', 'vacanciapedrocastillo', 'delito', 'pie', 'querido', 'comparación', 'declaración', 'nacional', 'gracias', 'amaru', 'rector', 'guzmán', 'tumba', 'abimael', 'administrativo', 'renunciabellido', 'velasco', 'defensor', 'sais', 'victor', 'punta', 'reforma', 'recontra', 'hacer', 'túpac', 'estúpido', 'bellido', 'retórica', 'revolcándose', 'estudiante', 'querer', 'deber', 'insultar', 'fuerabellido', 'quedar', 'tupac', 'murio', 'raúl', 'ninguno', 'pésimo', 'polvo', 'callar', 'caudillo', 'compar', 'agrario']"
46,VALENZUELA,"['rodríguez', 'alientadesdecaso', 'concha', 'ras', 'hoy', 'sacar', 'colocar', 'remate', 'colectivo', 'quitar', 'campo', 'nuevo', 'benítez', 'ganar', 'hernán', 'ahora', 'exclusivo', 'poder', 'paso', 'movimiento', 'francke', 'momento', 'hacer', 'caminar', 'desviado', 'denunciar', 'posición', 'linea', 'acción', 'medio', 'barco', 'intentar', 'lago', 'dejar', 'ramírez', 'villar', 'libertad', 'buen', 'distancia', 'pasar', 'función', 'aldair', 'huella', 'minuto', 'liga1betssonxgolperu', 'sport', 'primero', 'matzudar', 'tener', 'mora', 'tierra', 'sisol', 'cámara', 'inicial', 'alma', 'alberto', 'presidente', 'cómo', 'jugar', 'lentejero', 'portal', 'quedar', 'solo', 'lastimosamente', 'partido', 'falta', 'lima', 'retirar', 'lugar', 'ejecutivo', 'ballon', 'gente', 'édgar', 'mostrar', 'velocidad', 'así', 'ocasión', 'presionar', 'miguez', 'parecido', 'ballón', 'once', 'cohesionar', '9/11', 'interior', 'apenas', 'rojo', 'fallar', 'pase', 'puesto', 'alianza', 'deber', 'nadie', 'diferente', 'cancha', 'cerca', 'oliva', 'ingresar', 'largo', 'jugador', 'encima', 'generar', 'polémica', 'persona', 'necesitar', 'adelante', 'boy', 'tras', 'exregidor', 'poner', 'ayudar', 'edhu', 'potenciar', '120', 'oswaldo', 'contención', 'vía', 'generación', 'luis', 'ppc', 'valenzuela', 'quizás', 'volante', 'volver']"
47,VENEZUELA,"['mismo', 'récord', 'gustar', 'pacífico', 'agosto', 'demasiado', '15.67', 'local', 'memorex', '1995', 'enviar', 'solución', 'its', 'compañía', 'míratir', 'luchadora', 'treinta', 'narco', 'comercio', 'actuar', 'ahora', 'chile', 'deporte', 'ley', 'haber', 'poder', 'transparencia', '15.41', 'lamentable', 'pink', 'irse', 'convertir', 'sold', 'estendencia', 'triple', 'perfecto', 'dajom', 'venezolano', 'porqué', 'espn', 'ejemplo', 'europa', 'exiliado', 'hitler', 'converir', 'domingo', 'atletismo', 'primero', 'dorado', 'record', 'razón', 'world', 'cojudo', 'pronto', 'comité', 'ingenuo', 'avala', 'joaquinbondoni', 'pais', 'convenio', 'dart', 'creador', 'ruggero', 'dinámico', 'año', 'atleta', 'control', 'inviable', 'recurso', 'así', 'gahela', 'quebrar', 'caja', 'joven', 'creer', 'medalla', 'justificación', 'leer', 'tío', 'siempre', 'bazofia', 'deber', 'querer', 'enfermito', 'ver', 'buys', 'chávez', 'abyecto', 'peligro', 'ground', 'autor', 'votar', 'ser', 'preocupar', 'cerrón', 'obtener', 'llamar', 'dolar', 'harto', 'inteligente', 'cuñao', 'lamento', 'tokio2020', 'chino', 'pandemia', 'muerte', 'bmxfreestyle', 'marca', 'periodista', 'tar', 'lejos', 'dólarmonitor', '1/2', 'socialismo', 'estatal', 'alegría', 'volver', 'nicaragua', 'etcétera', 'duda', 'preparándose', 'protestar', 'espectacular', 'problema', 'gosa', 'crisis', 'propaganda', 'nojobar', 'nacionalista', 'saludar', 'cumplir', 'kravet', 'ladrón', 'desconocimiento', 'establecer', 'post', 'top', 'the', 'terminará', 'vida', 'hacer', 'además', 'intercambiar', 'pueblo', 'mil', 'jjootokio2020', 'grandísimo', 'barco', 'athletic', 'señor', 'femenino', 'absurdo', 'neisi', 'civil', 'entrenamiento', 'libertad', 'jorge', 'historia', 'oro', 'tokio', 'compra', 'vivo', 'comenzado', 'cápitalismo', 'allá', 'parecer', 'sudamérico', 'decir', 'donación', 'salto', 'ahí', 'ratero', 'llevar', 'preparar', 'solo', 'nombrar', 'tratar', 'sistema', 'ojalá', 'basil', 'pudrar', 'hija', '15,67', 'hijo', 'hazno', 'pie', 'verdad', 'ejecutivo', 'desaparecer', 'russian', 'gente', 'traídor', 'lacra', 'millon', 'respeto', 'enemigo', '15,50m', 'relato', 'dos', 'andrar', 'vacanciapedrocastillo', 'caro', 'oportunista', 'capital', 'mejor', 'muerto', 'biblia', 'mes', 'cuba', 'abrir', 'shockingly', 'copper', 'tibio', 'derecha', 'bellido', 'detener', 'dasaparecerlo', 'sudameruca', 'durar', 'exactly', 'cada', 'gobierno', 'perteneciente', 'gloria', 'esforzar', 'complicado', 'mirar', 'evo', 'imaginar', 'hna', 'asesorar', 'salud', 'usar', 'entender', 'dio', 'vez', 'carcel', 'reconocer', 'parar', 'regresar', 'pedrito', 'should', 'silver', 'abuso', 'pedófilo', 'ambos', 'tragar', 'migrante', 'conformado', 'parte', 'brincona', 'montar', 'cuanto', 'padre', 'día', 'yulimar', 'deportista', 'moneda', 'combatir', 'bien', '15.50', 'hecho', 'celebrar', 'internacional', 'replicar', 'represion', 'hoy', 'arreaza', 'final', 'llegar', 'combenir', 'esperar', 'dictadura', 'ciudadano', 'familia', 'región', 'agravar', 'calvito', 'fiscal', 'ruina', 'alto', 'alcanzar', 'zurdo', 'japón', 'arrasado', 'económico', 'culpable', 'lejano', 'military', 'dejar', 'orgullo', 'función', 'pára', 'perú', 'bolívarsoberano', 'amp', 'hilo', 'espacio', 'vender', 'tener', 'sol', 'saber', 'lograr', 'cogar', 'plata', 'impuesto', 'opositor', 'visto', 'permitir', 'stood', 'burrito', 'necedad', 'free', 'país', 'typical', 'superar', 'vete', 'cansar', 'dólar', 'dinero', 'conseguido', 'entidad', 'conocer', 'convencer', 'ipd', 'encargar', 'información', 'después', '15,39', 'botar', '100', 'caer', 'desastrozo', 'esperanza', 'existir', 'dolartoday', 'his', 'venir', 'rojo', 'mundo', 'invertir', 'respectivamente', 'amar', 'dedicar', 'getty', 'hrs', 'mujer', 'apoyo', 'sirio', 'logica', 'increíble', 'persona', 'representar', 'mochima', 'cualquiera', 'mundial', 'tras', 'verla', 'contar', 'vinir', 'honesto', 'rico', 'bañar', 'tahi', 'añez', 'disciplina', 'tal', 'equipment', 'carajoooo', 'gracias', 'américo', 'destruido', 'demócrata', 'arreglar', 'interesa.golpista', 'completo', 'comunista', 'juegosolimpico', 'most', 'argentino', 'cúpula', 'colombia', 'perder', 'jaja', 'favor', 'asi', 'dtentokio2020', 'valer', 'nota', 'terruco', 'triunfar', 'patria', 'asesor', 'serrania', 'image', 'sociedad', 'capitalismo', 'dictador', 'marxismo', 'ganar', 'idiota', 'asesino', 'inspiración', 'detalle', 'manejar', 'tokyo2020', 'tipo', 'isla', 'explicar', 'elsanticorazonyfuerza', 'alemania', 'suceder', 'gobernar', 'aburrir', 'cárcel', 'pagar', 'ibargüen', 'exigir', 'ameba', 'merecer', 'investigación', 'comunismo', 'seriar', 'empresa', 'jajajaja', 'ctm', 'olympic', 'sonia', 'unir', 'latinoamérica', 'varios', 'alguno', 'desear', 'matanza', 'pasar', '2020', 'clarito', 'dato', 'menos', 'vivir', 'pedir', 'agarrar', 'video', 'escuela', 'gobernador', 'saltar', 'borrego', 'escribir', 'lucecita', 'cantidad', 'nacional', 'veneco', 'agregar', 'sino', 'tokio2020xec', 'tierra', 'presidente', 'político', 'orgulloso', 'oposición', 'quedar', 'corea', 'kcamexico', 'ninguno', 'nicolás', 'mandar', 'narcotraficante', 'medallero', 'juliopeño', 'rose', 'democracia', 'olímpico', 'jajajajajaja', 'hablar', 'solucionar', 'gestión', 'castillo', 'ardido', 'despreciar', 'peru', 'producir', 'comparación', 'creencia', 'renunciar', 'sucio', 'bajo', 'revolutionized', 'quizá', 'bolivia', 'foto', 'grande', 'ecuador', '-por', 'eeuu', 'neither', 'maduro', 'raro', 'mas', 'venta', 'rebeca', 'chicle', 'metro', 'labour', 'barrio', 'hermano', 'ende', 'yolimar', 'diesel', 'triunfo', 'practicar', 'destruir', 'pelea', 'precio', 'deportación', 'guerrero', 'sugerente', 'libre', 'gasolina', 'acoustic', 'salir', 'realmente', 'have', 'venezuela', 'seguro', 'revisar', 'felicidad', 'profesor', 'juego', 'milagro', 'servir']"
48,YULIMAR ROJAS,"['mismo', 'récord', 'talento', 'celebrar', 'dtentokio2020', 'yulimarroja', 'hoy', 'celebración', '15.67', 'hambre', '1995', 'saltalanquero', 'enviar', 'patria', 'final', 'rivalidad', 'abusador', 'narco', 'embajadora', 'image', 'nuevo', 'ganar', 'jornada', 'familia', 'saludar', 'kravet', 'establecer', 'inspiración', 'tokyo2020', 'último', 'vamoooooo', 'alto', 'alcanzar', 'felicitación', 'vida', 'hacer', 'además', '15.41', 'época', 'lejano', 'estendencia', 'triple', 'participación', 'venezuelaentokyo', 'venezolano', 'athletic', 'señor', 'intentar', 'femenino', 'yuliiii', 'europa', 'unir', 'dejar', 'ejemplo', 'latinoamérica', 'alguno', 'tokio', 'oro', 'historia', '2020', 'saludo', 'atletismo', 'primero', 'video', 'dorado', 'hilo', 'saltar', 'vender', 'apagar', 'sino', 'inmenso', 'miseria', 'tokio2020xec', 'tierra', 'lograr', 'presidente', 'salto', 'comité', 'yuli', 'llevar', 'preparar', 'fino', 'solo', 'natal', 'nombrar', 'registrar', 'país', 'digno', 'anzoátegui', 'pobre', 'locura', 'año', 'modo', 'superar', '15,67', 'mantener', 'atleta', 'lluvia', 'olímpico', 'traídor', 'fondo', '15,50m', 'ipd', 'así', 'joven', 'planeta', 'conseguir', 'efusivo', '1541m', '15,39', 'sucio', 'batir', 'amistad', 'medalla', 'acabar', 'muerto', 'esperanza', 'grande', 'abrir', 'imitar', 'eeuu', 'rojo', 'siempre', 'mundo', 'luz', 'hazaña', 'impresionante', 'querer', 'dasaparecerlo', 'ver', 'metro', 'chicle', 'amar', 'perteneciente', 'getty', 'sudamericana', 'triunfo', 'pro', 'increíble', 'queeeeee', 'bomba', 'cualquiera', 'mundial', 'tras', 'obtener', 'tokio2020', 'contar', 'papá', 'centímetro', 'dio', 'libre', 'sangre', 'verdadero', 'disciplina', 'vaz', 'experto', 'compañerismo', '1567m', 'parte', 'gracias', 'imparable', 'marca', 'claro', 'día', 'yulimar', 'venezuela', 'lejos', 'deportista', 'comunista', 'juegosolimpico', 'escuchar', '1/2', 'diferencia', 'bien', 'felicidad', 'juego', 'alegría', '15.50', 'seguel', 'volver']"
